Date,Time,TempC
5/25/2016,18:00:00,15.22
5/25/2016,19:00:00,14.95
5/25/2016,20:00:00,14.49
5/25/2016,21:00:00,13.85
5/25/2016,22:00:00,13.28
5/25/2016,23:00:00,12.82
5/26/2016,0:00:00,12.49
5/26/2016,1:00:00,12.29
5/26/2016,2:00:00,12.12
5/26/2016,3:00:00,11.98
5/26/2016,4:00:00,11.98
5/26/2016,5:00:00,12.04
5/26/2016,6:00:00,12.05
5/26/2016,7:00:00,12.19
5/26/2016,8:00:00,12.46
5/26/2016,9:00:00,12.81
5/26/2016,10:00:00,13.3
5/26/2016,11:00:00,13.91
5/26/2016,12:00:00,14.45
5/26/2016,13:00:00,15.07
5/26/2016,14:00:00,15.65
5/26/2016,15:00:00,16.07
5/26/2016,16:00:00,16.19
5/26/2016,17:00:00,16.19
5/26/2016,18:00:00,15.96
5/26/2016,19:00:00,15.47
5/26/2016,20:00:00,14.82
5/26/2016,21:00:00,14.16
5/26/2016,22:00:00,13.55
5/26/2016,23:00:00,13.07
5/27/2016,0:00:00,12.71
5/27/2016,1:00:00,12.52
5/27/2016,2:00:00,12.5
5/27/2016,3:00:00,12.48
5/27/2016,4:00:00,12.47
5/27/2016,5:00:00,12.46
5/27/2016,6:00:00,12.42
5/27/2016,7:00:00,12.4
5/27/2016,8:00:00,12.49
5/27/2016,9:00:00,12.78
5/27/2016,10:00:00,13.23
5/27/2016,11:00:00,13.79
5/27/2016,12:00:00,14.39
5/27/2016,13:00:00,14.99
5/27/2016,14:00:00,15.57
5/27/2016,15:00:00,16
5/27/2016,16:00:00,16.13
5/27/2016,17:00:00,16.11
5/27/2016,18:00:00,15.84
5/27/2016,19:00:00,15.35
5/27/2016,20:00:00,14.69
5/27/2016,21:00:00,14.02
5/27/2016,22:00:00,13.43
5/27/2016,23:00:00,12.99
5/28/2016,0:00:00,12.69
5/28/2016,1:00:00,12.49
5/28/2016,2:00:00,12.41
5/28/2016,3:00:00,12.38
5/28/2016,4:00:00,12.28
5/28/2016,5:00:00,12.23
5/28/2016,6:00:00,12.22
5/28/2016,7:00:00,12.23
5/28/2016,8:00:00,12.33
5/28/2016,9:00:00,12.61
5/28/2016,10:00:00,13.07
5/28/2016,11:00:00,13.65
5/28/2016,12:00:00,14.28
5/28/2016,13:00:00,14.92
5/28/2016,14:00:00,15.59
5/28/2016,15:00:00,15.88
5/28/2016,16:00:00,15.93
5/28/2016,17:00:00,16.05
5/28/2016,18:00:00,15.99
5/28/2016,19:00:00,15.55
5/28/2016,20:00:00,14.92
5/28/2016,21:00:00,14.3
5/28/2016,22:00:00,13.75
5/28/2016,23:00:00,13.31
5/29/2016,0:00:00,13.04
5/29/2016,1:00:00,12.86
5/29/2016,2:00:00,12.76
5/29/2016,3:00:00,12.67
5/29/2016,4:00:00,12.59
5/29/2016,5:00:00,12.51
5/29/2016,6:00:00,12.43
5/29/2016,7:00:00,12.41
5/29/2016,8:00:00,12.54
5/29/2016,9:00:00,12.88
5/29/2016,10:00:00,13.39
5/29/2016,11:00:00,14
5/29/2016,12:00:00,14.63
5/29/2016,13:00:00,15.2
5/29/2016,14:00:00,15.73
5/29/2016,15:00:00,16.14
5/29/2016,16:00:00,16.26
5/29/2016,17:00:00,16.15
5/29/2016,18:00:00,15.84
5/29/2016,19:00:00,15.35
5/29/2016,20:00:00,14.75
5/29/2016,21:00:00,14.15
5/29/2016,22:00:00,13.6
5/29/2016,23:00:00,13.16
5/30/2016,0:00:00,12.82
5/30/2016,1:00:00,12.62
5/30/2016,2:00:00,12.5
5/30/2016,3:00:00,12.42
5/30/2016,4:00:00,12.36
5/30/2016,5:00:00,12.38
5/30/2016,6:00:00,12.4
5/30/2016,7:00:00,12.48
5/30/2016,8:00:00,12.67
5/30/2016,9:00:00,13.98
Data trimmed,,
6/16/2016,12:00:00,14.13
6/16/2016,13:00:00,14.41
6/16/2016,14:00:00,14.28
6/16/2016,15:00:00,14.23
6/16/2016,16:00:00,14.26
6/16/2016,17:00:00,14.21
6/16/2016,18:00:00,14.05
6/16/2016,19:00:00,13.86
6/16/2016,20:00:00,13.56
6/16/2016,21:00:00,13.29
6/16/2016,22:00:00,12.93
6/16/2016,23:00:00,12.73
6/17/2016,0:00:00,12.55
6/17/2016,1:00:00,12.47
6/17/2016,2:00:00,12.46
6/17/2016,3:00:00,12.49
6/17/2016,4:00:00,12.57
6/17/2016,5:00:00,12.61
6/17/2016,6:00:00,12.67
6/17/2016,7:00:00,12.73
6/17/2016,8:00:00,12.68
6/17/2016,9:00:00,12.78
6/17/2016,10:00:00,13.02
6/17/2016,11:00:00,13.23
6/17/2016,12:00:00,13.42
6/17/2016,13:00:00,13.65
6/17/2016,14:00:00,13.79
6/17/2016,15:00:00,13.76
6/17/2016,16:00:00,13.57
6/17/2016,17:00:00,13.32
6/17/2016,18:00:00,13.26
6/17/2016,19:00:00,13.37
6/17/2016,20:00:00,13.29
6/17/2016,21:00:00,13.09
6/17/2016,22:00:00,13.06
6/17/2016,23:00:00,12.99
6/18/2016,0:00:00,12.94
6/18/2016,1:00:00,12.65
6/18/2016,2:00:00,12.64
6/18/2016,3:00:00,12.72
6/18/2016,4:00:00,12.82
6/18/2016,5:00:00,12.87
6/18/2016,6:00:00,12.84
6/18/2016,7:00:00,12.79
6/18/2016,8:00:00,12.83
6/18/2016,9:00:00,12.91
6/18/2016,10:00:00,12.98
6/18/2016,11:00:00,13.01
6/18/2016,12:00:00,13.15
6/18/2016,13:00:00,13.7
6/18/2016,14:00:00,14.15
6/18/2016,15:00:00,14.66
6/18/2016,16:00:00,15.19
6/18/2016,17:00:00,15.14
6/18/2016,18:00:00,14.98
6/18/2016,19:00:00,14.73
6/18/2016,20:00:00,14.41
6/18/2016,21:00:00,14.19
6/18/2016,22:00:00,14.01
6/18/2016,23:00:00,13.8
6/19/2016,0:00:00,13.63
6/19/2016,1:00:00,13.68
6/19/2016,2:00:00,13.61
6/19/2016,3:00:00,13.57
6/19/2016,4:00:00,13.67
6/19/2016,5:00:00,13.67
6/19/2016,6:00:00,13.61
6/19/2016,7:00:00,13.55
6/19/2016,8:00:00,13.6
6/19/2016,9:00:00,13.71
6/19/2016,10:00:00,13.88
6/19/2016,11:00:00,14.12
6/19/2016,12:00:00,14.48
6/19/2016,13:00:00,14.92
6/19/2016,14:00:00,15.23
6/19/2016,15:00:00,15.48
6/19/2016,16:00:00,15.51
6/19/2016,17:00:00,15.27
6/19/2016,18:00:00,14.92
6/19/2016,19:00:00,14.52
6/19/2016,20:00:00,14.08
6/19/2016,21:00:00,13.56
6/19/2016,22:00:00,13.21
6/19/2016,23:00:00,12.89
6/20/2016,0:00:00,12.76
6/20/2016,1:00:00,12.64
6/20/2016,2:00:00,12.45
6/20/2016,3:00:00,12.39
6/20/2016,4:00:00,12.33
6/20/2016,5:00:00,12.27
6/20/2016,6:00:00,12.19
6/20/2016,7:00:00,12.19
6/20/2016,8:00:00,12.32
6/20/2016,9:00:00,12.59
6/20/2016,10:00:00,13
6/20/2016,11:00:00,13.55
6/20/2016,12:00:00,14.15
6/20/2016,13:00:00,14.73
6/20/2016,14:00:00,15.19
6/20/2016,15:00:00,15.53
6/20/2016,16:00:00,15.85
6/20/2016,17:00:00,15.77
6/20/2016,18:00:00,15.38
6/20/2016,19:00:00,14.94
6/20/2016,20:00:00,14.35
6/20/2016,21:00:00,13.98
6/20/2016,22:00:00,13.62
6/20/2016,23:00:00,13.28
6/21/2016,0:00:00,13
6/21/2016,1:00:00,12.94
6/21/2016,2:00:00,12.85
6/21/2016,3:00:00,12.97
6/21/2016,4:00:00,13.35
6/21/2016,5:00:00,13.65
6/21/2016,6:00:00,13.66
6/21/2016,7:00:00,13.64
6/21/2016,8:00:00,13.69
6/21/2016,9:00:00,13.79
6/21/2016,10:00:00,14.12
6/21/2016,11:00:00,14.58
6/21/2016,12:00:00,15.04
6/21/2016,13:00:00,15.56
6/21/2016,14:00:00,16
6/21/2016,15:00:00,16.16
6/21/2016,16:00:00,16.22
6/21/2016,17:00:00,16.11
6/21/2016,18:00:00,15.74
6/21/2016,19:00:00,15.27
6/21/2016,20:00:00,14.74
6/21/2016,21:00:00,14.22
6/21/2016,22:00:00,13.81
6/21/2016,23:00:00,13.44
6/22/2016,0:00:00,13.11
6/22/2016,1:00:00,12.9
6/22/2016,2:00:00,12.76
6/22/2016,3:00:00,12.76
6/22/2016,4:00:00,12.72
6/22/2016,5:00:00,12.63
6/22/2016,6:00:00,12.57
6/22/2016,7:00:00,12.56
6/22/2016,8:00:00,12.73
6/22/2016,9:00:00,12.97
6/22/2016,10:00:00,13.17
6/22/2016,11:00:00,13.58
6/22/2016,12:00:00,14.21
6/22/2016,13:00:00,14.81
6/22/2016,14:00:00,15.25
6/22/2016,15:00:00,15.53
6/22/2016,16:00:00,15.64
6/22/2016,17:00:00,15.58
6/22/2016,18:00:00,15.33
6/22/2016,19:00:00,14.89
6/22/2016,20:00:00,14.27
6/22/2016,21:00:00,13.75
6/22/2016,22:00:00,13.28
6/22/2016,23:00:00,12.92
6/23/2016,0:00:00,12.66
6/23/2016,1:00:00,12.52
6/23/2016,2:00:00,12.49
6/23/2016,3:00:00,12.49
6/23/2016,4:00:00,12.65
6/23/2016,5:00:00,12.68
6/23/2016,6:00:00,12.59
6/23/2016,7:00:00,12.46
6/23/2016,8:00:00,12.57
6/23/2016,9:00:00,12.81
6/23/2016,10:00:00,12.98
6/23/2016,11:00:00,13.15
6/23/2016,12:00:00,13.6
6/23/2016,13:00:00,14.13
6/23/2016,14:00:00,14.56
6/23/2016,15:00:00,14.95
6/23/2016,16:00:00,14.86
6/23/2016,17:00:00,14.9
6/23/2016,18:00:00,14.82
6/23/2016,19:00:00,14.47
6/23/2016,20:00:00,13.86
6/23/2016,21:00:00,13.21
6/23/2016,22:00:00,13.04
6/23/2016,23:00:00,12.92
6/24/2016,0:00:00,12.76
6/24/2016,1:00:00,12.62
6/24/2016,2:00:00,12.62
6/24/2016,3:00:00,12.71
6/24/2016,4:00:00,12.65
6/24/2016,5:00:00,12.57
6/24/2016,6:00:00,12.55
6/24/2016,7:00:00,12.51
6/24/2016,8:00:00,12.53
6/24/2016,9:00:00,12.61
6/24/2016,10:00:00,12.78
6/24/2016,11:00:00,13.19
6/24/2016,12:00:00,13.75
6/24/2016,13:00:00,14.33
6/24/2016,14:00:00,14.7
6/24/2016,15:00:00,14.99
6/24/2016,16:00:00,15.11
6/24/2016,17:00:00,15.02
6/24/2016,18:00:00,14.78
6/24/2016,19:00:00,14.31
6/24/2016,20:00:00,13.78
6/24/2016,21:00:00,13.33
6/24/2016,22:00:00,12.99
6/24/2016,23:00:00,12.66
6/25/2016,0:00:00,12.48
6/25/2016,1:00:00,12.35
6/25/2016,2:00:00,12.36
6/25/2016,3:00:00,12.4
6/25/2016,4:00:00,12.28
6/25/2016,5:00:00,12.26
6/25/2016,6:00:00,12.21
6/25/2016,7:00:00,12.31
6/25/2016,8:00:00,12.32
6/25/2016,9:00:00,12.39
6/25/2016,10:00:00,12.73
6/25/2016,11:00:00,13.19
6/25/2016,12:00:00,13.79
6/25/2016,13:00:00,14.26
6/25/2016,14:00:00,14.63
6/25/2016,15:00:00,14.92
6/25/2016,16:00:00,14.93
6/25/2016,17:00:00,14.95
6/25/2016,18:00:00,14.76
6/25/2016,19:00:00,14.32
6/25/2016,20:00:00,13.81
6/25/2016,21:00:00,13.41
6/25/2016,22:00:00,13.02
6/25/2016,23:00:00,12.59
6/26/2016,0:00:00,12.41
6/26/2016,1:00:00,12.41
6/26/2016,2:00:00,12.43
6/26/2016,3:00:00,12.4
6/26/2016,4:00:00,12.26
6/26/2016,5:00:00,12.19
6/26/2016,6:00:00,12.16
6/26/2016,7:00:00,12.24
6/26/2016,8:00:00,12.42
6/26/2016,9:00:00,12.55
6/26/2016,10:00:00,12.89
6/26/2016,11:00:00,13.29
6/26/2016,12:00:00,13.75
6/26/2016,13:00:00,14.36
6/26/2016,14:00:00,14.89
6/26/2016,15:00:00,15.24
6/26/2016,16:00:00,15.37
6/26/2016,17:00:00,15.25
6/26/2016,18:00:00,14.95
6/26/2016,19:00:00,14.6
6/26/2016,20:00:00,14.02
6/26/2016,21:00:00,13.36
6/26/2016,22:00:00,12.93
6/26/2016,23:00:00,12.76
6/27/2016,0:00:00,12.71
6/27/2016,1:00:00,12.59
6/27/2016,2:00:00,12.45
6/27/2016,3:00:00,12.44
6/27/2016,4:00:00,12.45
6/27/2016,5:00:00,12.44
6/27/2016,6:00:00,12.42
6/27/2016,7:00:00,12.28
6/27/2016,8:00:00,12.37
6/27/2016,9:00:00,12.57
6/27/2016,10:00:00,12.99
6/27/2016,11:00:00,13.65
6/27/2016,12:00:00,14.15
6/27/2016,13:00:00,14.56
6/27/2016,14:00:00,14.9
6/27/2016,15:00:00,15.1
6/27/2016,16:00:00,15.14
6/27/2016,17:00:00,15.11
6/27/2016,18:00:00,14.86
6/27/2016,19:00:00,14.52
6/27/2016,20:00:00,14.09
6/27/2016,21:00:00,13.58
6/27/2016,22:00:00,13.12
6/27/2016,23:00:00,12.85
6/28/2016,0:00:00,12.65
6/28/2016,1:00:00,12.54
6/28/2016,2:00:00,12.43
6/28/2016,3:00:00,12.35
6/28/2016,4:00:00,12.32
6/28/2016,5:00:00,12.29
6/28/2016,6:00:00,12.27
6/28/2016,7:00:00,12.26
6/28/2016,8:00:00,12.36
6/28/2016,9:00:00,12.63
6/28/2016,10:00:00,13
6/28/2016,11:00:00,13.43
6/28/2016,12:00:00,13.89
6/28/2016,13:00:00,14.35
6/28/2016,14:00:00,14.75
6/28/2016,15:00:00,15.02
6/28/2016,16:00:00,15.12
6/28/2016,17:00:00,14.98
6/28/2016,18:00:00,14.73
6/28/2016,19:00:00,14.34
6/28/2016,20:00:00,13.79
6/28/2016,21:00:00,13.32
6/28/2016,22:00:00,13.03
6/28/2016,23:00:00,12.68
6/29/2016,0:00:00,12.55
6/29/2016,1:00:00,12.47
6/29/2016,2:00:00,12.41
6/29/2016,3:00:00,12.4
6/29/2016,4:00:00,12.41
6/29/2016,5:00:00,12.23
6/29/2016,6:00:00,12.15
6/29/2016,7:00:00,12.21
6/29/2016,8:00:00,12.48
6/29/2016,9:00:00,12.76
6/29/2016,10:00:00,13.06
6/29/2016,11:00:00,13.39
6/29/2016,12:00:00,13.86
6/29/2016,13:00:00,14.36
6/29/2016,14:00:00,14.74
6/29/2016,15:00:00,15.01
6/29/2016,16:00:00,15.09
6/29/2016,17:00:00,15.11
6/29/2016,18:00:00,14.77
6/29/2016,19:00:00,14.35
6/29/2016,20:00:00,13.89
6/29/2016,21:00:00,13.47
6/29/2016,22:00:00,13.13
6/29/2016,23:00:00,12.87
6/30/2016,0:00:00,12.76
6/30/2016,1:00:00,12.84
6/30/2016,2:00:00,12.87
6/30/2016,3:00:00,12.85
6/30/2016,4:00:00,12.75
6/30/2016,5:00:00,12.58
6/30/2016,6:00:00,12.57
6/30/2016,7:00:00,12.78
6/30/2016,8:00:00,12.79
6/30/2016,9:00:00,12.96
6/30/2016,10:00:00,13.35
6/30/2016,11:00:00,13.79
6/30/2016,12:00:00,14.21
6/30/2016,13:00:00,14.61
6/30/2016,14:00:00,14.96
6/30/2016,15:00:00,15.14
6/30/2016,16:00:00,15.13
6/30/2016,17:00:00,15.07
6/30/2016,18:00:00,14.84
6/30/2016,19:00:00,14.42
6/30/2016,20:00:00,14.04
6/30/2016,21:00:00,13.63
6/30/2016,22:00:00,13.24
6/30/2016,23:00:00,12.96
7/1/2016,0:00:00,12.76
7/1/2016,1:00:00,12.61
7/1/2016,2:00:00,12.62
7/1/2016,3:00:00,12.68
7/1/2016,4:00:00,12.72
7/1/2016,5:00:00,12.66
7/1/2016,6:00:00,12.47
7/1/2016,7:00:00,12.39
7/1/2016,8:00:00,12.64
7/1/2016,9:00:00,13.09
7/1/2016,10:00:00,13.4
7/1/2016,11:00:00,13.74
7/1/2016,12:00:00,14.29
7/1/2016,13:00:00,14.71
7/1/2016,14:00:00,15.06
7/1/2016,15:00:00,15.26
7/1/2016,16:00:00,15.33
7/1/2016,17:00:00,15.18
7/1/2016,18:00:00,14.86
7/1/2016,19:00:00,14.5
7/1/2016,20:00:00,14.04
7/1/2016,21:00:00,13.68
7/1/2016,22:00:00,13.37
7/1/2016,23:00:00,13.11
7/2/2016,0:00:00,12.98
7/2/2016,1:00:00,12.97
7/2/2016,2:00:00,12.88
7/2/2016,3:00:00,12.87
7/2/2016,4:00:00,12.82
7/2/2016,5:00:00,12.71
7/2/2016,6:00:00,12.54
7/2/2016,7:00:00,12.58
7/2/2016,8:00:00,12.75
7/2/2016,9:00:00,13.05
7/2/2016,10:00:00,13.45
7/2/2016,11:00:00,13.93
7/2/2016,12:00:00,14.31
7/2/2016,13:00:00,14.79
7/2/2016,14:00:00,15.12
7/2/2016,15:00:00,15.38
7/2/2016,16:00:00,15.41
7/2/2016,17:00:00,15.25
7/2/2016,18:00:00,15.11
7/2/2016,19:00:00,14.83
7/2/2016,20:00:00,14.38
7/2/2016,21:00:00,13.93
7/2/2016,22:00:00,13.49
7/2/2016,23:00:00,13.26
7/3/2016,0:00:00,13.14
7/3/2016,1:00:00,13.02
7/3/2016,2:00:00,13.01
7/3/2016,3:00:00,12.84
7/3/2016,4:00:00,12.8
7/3/2016,5:00:00,12.93
7/3/2016,6:00:00,12.89
7/3/2016,7:00:00,12.83
7/3/2016,8:00:00,12.88
7/3/2016,9:00:00,13.13
7/3/2016,10:00:00,13.39
7/3/2016,11:00:00,13.69
7/3/2016,12:00:00,14.14
7/3/2016,13:00:00,14.57
7/3/2016,14:00:00,15
7/3/2016,15:00:00,15.33
7/3/2016,16:00:00,15.35
7/3/2016,17:00:00,15.2
7/3/2016,18:00:00,14.97
7/3/2016,19:00:00,14.65
7/3/2016,20:00:00,14.12
7/3/2016,21:00:00,13.71
7/3/2016,22:00:00,13.45
7/3/2016,23:00:00,13.17
7/4/2016,0:00:00,12.95
7/4/2016,1:00:00,12.91
7/4/2016,2:00:00,12.9
7/4/2016,3:00:00,12.79
7/4/2016,4:00:00,12.73
7/4/2016,5:00:00,12.69
7/4/2016,6:00:00,12.63
7/4/2016,7:00:00,12.66
7/4/2016,8:00:00,12.79
7/4/2016,9:00:00,12.93
7/4/2016,10:00:00,13.26
7/4/2016,11:00:00,13.7
7/4/2016,12:00:00,14.14
7/4/2016,13:00:00,14.62
7/4/2016,14:00:00,15.02
7/4/2016,15:00:00,15.29
7/4/2016,16:00:00,15.3
7/4/2016,17:00:00,15.2
7/4/2016,18:00:00,14.95
7/4/2016,19:00:00,14.54
7/4/2016,20:00:00,14.11
7/4/2016,21:00:00,13.75
7/4/2016,22:00:00,13.46
7/4/2016,23:00:00,13.28
7/5/2016,0:00:00,13.18
7/5/2016,1:00:00,13.03
7/5/2016,2:00:00,13
7/5/2016,3:00:00,13.04
7/5/2016,4:00:00,12.89
7/5/2016,5:00:00,12.81
7/5/2016,6:00:00,12.84
7/5/2016,7:00:00,12.84
7/5/2016,8:00:00,12.86
7/5/2016,9:00:00,13.07
7/5/2016,10:00:00,13.32
7/5/2016,11:00:00,13.72
7/5/2016,12:00:00,14.03
7/5/2016,13:00:00,14.45
7/5/2016,14:00:00,14.94
7/5/2016,15:00:00,15.23
7/5/2016,16:00:00,15.34
7/5/2016,17:00:00,15.28
7/5/2016,18:00:00,15.15
7/5/2016,19:00:00,14.79
7/5/2016,20:00:00,14.27
7/5/2016,21:00:00,13.93
7/5/2016,22:00:00,13.7
7/5/2016,23:00:00,13.39
7/6/2016,0:00:00,13.09
7/6/2016,1:00:00,13.14
7/6/2016,2:00:00,13.32
7/6/2016,3:00:00,13.18
7/6/2016,4:00:00,13.1
7/6/2016,5:00:00,13.05
7/6/2016,6:00:00,13.04
7/6/2016,7:00:00,13.04
7/6/2016,8:00:00,13.06
7/6/2016,9:00:00,13.33
7/6/2016,10:00:00,13.65
7/6/2016,11:00:00,13.98
7/6/2016,12:00:00,14.41
7/6/2016,13:00:00,14.73
7/6/2016,14:00:00,15.1
7/6/2016,15:00:00,15.23
7/6/2016,16:00:00,15.35
7/6/2016,17:00:00,15.24
7/6/2016,18:00:00,15.08
7/6/2016,19:00:00,14.68
7/6/2016,20:00:00,14.25
7/6/2016,21:00:00,13.9
7/6/2016,22:00:00,13.59
7/6/2016,23:00:00,13.29
7/7/2016,0:00:00,13.27
7/7/2016,1:00:00,13.35
7/7/2016,2:00:00,13.46
7/7/2016,3:00:00,13.42
7/7/2016,4:00:00,13.24
7/7/2016,5:00:00,13.18
7/7/2016,6:00:00,13.05
7/7/2016,7:00:00,12.97
7/7/2016,8:00:00,12.99
7/7/2016,9:00:00,13.2
7/7/2016,10:00:00,13.57
7/7/2016,11:00:00,14.02
7/7/2016,12:00:00,14.45
7/7/2016,13:00:00,14.78
7/7/2016,14:00:00,15.2
7/7/2016,15:00:00,15.44
7/7/2016,16:00:00,15.36
7/7/2016,17:00:00,15.22
7/7/2016,18:00:00,14.87
7/7/2016,19:00:00,14.5
7/7/2016,20:00:00,14.14
7/7/2016,21:00:00,13.88
7/7/2016,22:00:00,13.73
7/7/2016,23:00:00,13.59
7/8/2016,0:00:00,13.63
7/8/2016,1:00:00,13.79
7/8/2016,2:00:00,13.77
7/8/2016,3:00:00,14.08
7/8/2016,4:00:00,14.58
7/8/2016,5:00:00,14.46
7/8/2016,6:00:00,14.18
7/8/2016,7:00:00,13.98
7/8/2016,8:00:00,14.04
7/8/2016,9:00:00,14.03
7/8/2016,10:00:00,13.9
7/8/2016,11:00:00,14.15
7/8/2016,12:00:00,14.08
7/8/2016,13:00:00,14.11
7/8/2016,14:00:00,14.22
7/8/2016,15:00:00,14.18
7/8/2016,16:00:00,14.3
7/8/2016,17:00:00,14.29
7/8/2016,18:00:00,14.23
7/8/2016,19:00:00,14.21
7/8/2016,20:00:00,14.13
7/8/2016,21:00:00,13.91
7/8/2016,22:00:00,13.78
7/8/2016,23:00:00,13.67
7/9/2016,0:00:00,13.59
7/9/2016,1:00:00,13.58
7/9/2016,2:00:00,13.7
7/9/2016,3:00:00,13.6
7/9/2016,4:00:00,13.4
7/9/2016,5:00:00,13.36
7/9/2016,6:00:00,13.47
7/9/2016,7:00:00,13.57
7/9/2016,8:00:00,13.57
7/9/2016,9:00:00,13.68
7/9/2016,10:00:00,13.95
7/9/2016,11:00:00,14.34
7/9/2016,12:00:00,14.63
7/9/2016,13:00:00,14.9
7/9/2016,14:00:00,15.03
7/9/2016,15:00:00,15.29
7/9/2016,16:00:00,15.38
7/9/2016,17:00:00,15.56
7/9/2016,18:00:00,15.35
7/9/2016,19:00:00,14.94
7/9/2016,20:00:00,14.51
7/9/2016,21:00:00,14.06
7/9/2016,22:00:00,13.73
7/9/2016,23:00:00,13.54
7/10/2016,0:00:00,13.53
7/10/2016,1:00:00,13.69
7/10/2016,2:00:00,13.79
7/10/2016,3:00:00,13.86
7/10/2016,4:00:00,13.83
7/10/2016,5:00:00,13.91
7/10/2016,6:00:00,13.72
7/10/2016,7:00:00,13.62
7/10/2016,8:00:00,13.51
7/10/2016,9:00:00,13.7
7/10/2016,10:00:00,13.7
7/10/2016,11:00:00,14.09
7/10/2016,12:00:00,14.74
7/10/2016,13:00:00,15.23
7/10/2016,14:00:00,15.47
7/10/2016,15:00:00,15.63
7/10/2016,16:00:00,15.15
7/10/2016,17:00:00,15.15
7/10/2016,18:00:00,15.13
7/10/2016,19:00:00,15.09
7/10/2016,20:00:00,15.09
7/10/2016,21:00:00,15.04
7/10/2016,22:00:00,14.69
7/10/2016,23:00:00,14.59
7/11/2016,0:00:00,14.68
7/11/2016,1:00:00,14.68
7/11/2016,2:00:00,14.59
7/11/2016,3:00:00,14.47
7/11/2016,4:00:00,14.37
7/11/2016,5:00:00,14.36
7/11/2016,6:00:00,14.37
7/11/2016,7:00:00,14.25
7/11/2016,8:00:00,14.18
7/11/2016,9:00:00,14.22
7/11/2016,10:00:00,14.46
7/11/2016,11:00:00,14.86
7/11/2016,12:00:00,15.08
7/11/2016,13:00:00,15.34
7/11/2016,14:00:00,15.76
7/11/2016,15:00:00,16.04
7/11/2016,16:00:00,16.12
7/11/2016,17:00:00,16.14
7/11/2016,18:00:00,15.82
7/11/2016,19:00:00,15.33
7/11/2016,20:00:00,14.87
7/11/2016,21:00:00,14.33
7/11/2016,22:00:00,13.89
7/11/2016,23:00:00,13.65
7/12/2016,0:00:00,13.54
7/12/2016,1:00:00,13.68
7/12/2016,2:00:00,13.65
7/12/2016,3:00:00,13.74
7/12/2016,4:00:00,13.81
7/12/2016,5:00:00,13.84
7/12/2016,6:00:00,13.87
7/12/2016,7:00:00,13.91
7/12/2016,8:00:00,13.86
7/12/2016,9:00:00,13.83
7/12/2016,10:00:00,14.22
7/12/2016,11:00:00,14.73
7/12/2016,12:00:00,15.21
7/12/2016,13:00:00,15.8
7/12/2016,14:00:00,16.02
7/12/2016,15:00:00,16.2
7/12/2016,16:00:00,16.23
7/12/2016,17:00:00,16.17
7/12/2016,18:00:00,15.91
7/12/2016,19:00:00,15.5
7/12/2016,20:00:00,15.01
7/12/2016,21:00:00,14.5
7/12/2016,22:00:00,14.24
7/12/2016,23:00:00,14.06
7/13/2016,0:00:00,13.86
7/13/2016,1:00:00,13.7
7/13/2016,2:00:00,13.7
7/13/2016,3:00:00,13.8
7/13/2016,4:00:00,13.72
7/13/2016,5:00:00,13.75
7/13/2016,6:00:00,13.75
7/13/2016,7:00:00,13.61
7/13/2016,8:00:00,13.62
7/13/2016,9:00:00,13.71
7/13/2016,10:00:00,13.93
7/13/2016,11:00:00,14.29
7/13/2016,12:00:00,14.75
7/13/2016,13:00:00,15.21
7/13/2016,14:00:00,15.62
7/13/2016,15:00:00,16.07
7/13/2016,16:00:00,16.32
7/13/2016,17:00:00,16.24
7/13/2016,18:00:00,15.99
7/13/2016,19:00:00,15.59
7/13/2016,20:00:00,15.06
7/13/2016,21:00:00,14.46
7/13/2016,22:00:00,14.04
7/13/2016,23:00:00,13.74
7/14/2016,0:00:00,13.51
7/14/2016,1:00:00,13.35
7/14/2016,2:00:00,13.27
7/14/2016,3:00:00,13.36
7/14/2016,4:00:00,13.32
7/14/2016,5:00:00,13.27
7/14/2016,6:00:00,13.38
7/14/2016,7:00:00,13.48
7/14/2016,8:00:00,13.56
7/14/2016,9:00:00,13.59
7/14/2016,10:00:00,13.94
7/14/2016,11:00:00,14.48
7/14/2016,12:00:00,14.91
7/14/2016,13:00:00,15.51
7/14/2016,14:00:00,15.97
7/14/2016,15:00:00,16.28
7/14/2016,16:00:00,16.33
7/14/2016,17:00:00,16.3
7/14/2016,18:00:00,16.2
7/14/2016,19:00:00,15.86
7/14/2016,20:00:00,15.24
7/14/2016,21:00:00,14.58
7/14/2016,22:00:00,14.07
7/14/2016,23:00:00,13.79
7/15/2016,0:00:00,13.51
7/15/2016,1:00:00,13.39
7/15/2016,2:00:00,13.28
7/15/2016,3:00:00,13.34
7/15/2016,4:00:00,13.71
7/15/2016,5:00:00,13.78
7/15/2016,6:00:00,13.67
7/15/2016,7:00:00,13.49
7/15/2016,8:00:00,13.41
7/15/2016,9:00:00,13.68
7/15/2016,10:00:00,14.07
7/15/2016,11:00:00,14.32
7/15/2016,12:00:00,14.77
7/15/2016,13:00:00,15.21
7/15/2016,14:00:00,15.6
7/15/2016,15:00:00,15.96
7/15/2016,16:00:00,16.14
7/15/2016,17:00:00,15.98
7/15/2016,18:00:00,15.77
7/15/2016,19:00:00,15.36
7/15/2016,20:00:00,14.82
7/15/2016,21:00:00,14.24
7/15/2016,22:00:00,13.85
7/15/2016,23:00:00,13.64
7/16/2016,0:00:00,13.41
7/16/2016,1:00:00,13.31
7/16/2016,2:00:00,13.36
